PROVINCIA;DESPROVINCIA;MODELO;DESMODELO;CLASE;DESCLASE;CAP_ASIENTOS;DESCAP_ASIENTOS;CAP_TONELAJE;DESCAP_TONELAJE;COMBUSTIBLE;DESCOMBUSTIBLE;SERVICIO;DESERVICIO;MARCA;DESMARCA
17;PICHINCHA;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;69;OTRAS MARCAS
8;ESMERALDAS;2010;2010;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
1;AZUAY;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
13;MANABÍ;2007;2007;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
13;MANABÍ;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;2;ALQUILER;66;VOLKSWAGEN
8;ESMERALDAS;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
4;CARCHI;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
15;NAPO;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
3;CAÑAR;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
6;CHIMBORAZO;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
16;PASTAZA;2010;2010;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
8;ESMERALDAS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
13;MANABÍ;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;25;JAC
13;MANABÍ;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
16;PASTAZA;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;19;HINO
13;MANABÍ;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;24;ISUZU
13;MANABÍ;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
17;PICHINCHA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
12;LOS RIOS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
9;GUAYAS;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
8;ESMERALDAS;2010;2010;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;67;VOLVO
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
6;CHIMBORAZO;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
17;PICHINCHA;2013;2013;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
10;IMBABURA;2013;2013;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
17;PICHINCHA;2008;2008;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;19;HINO
19;ZAMORA CHINCHIPE;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;4;MUNICIPAL;66;VOLKSWAGEN
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;4;MUNICIPAL;66;VOLKSWAGEN
12;LOS RIOS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
18;TUNGURAHUA;2003;2003;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
1;AZUAY;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
13;MANABÍ;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
13;MANABÍ;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
13;MANABÍ;2007;2007;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;5;CHEVROLET
17;PICHINCHA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
10;IMBABURA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
17;PICHINCHA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
4;CARCHI;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
12;LOS RIOS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
3;CAÑAR;2008;2008;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
16;PASTAZA;2006;2006;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;5;CHEVROLET
16;PASTAZA;2007;2007;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;5;CHEVROLET
17;PICHINCHA;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;40;MERCEDES BENZ
10;IMBABURA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;66;VOLKSWAGEN
17;PICHINCHA;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;3;ESTADO;14;FORD
22;ORELLANA;2004;2004;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
3;CAÑAR;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
3;CAÑAR;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
4;CARCHI;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
13;MANABÍ;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;3;ESTADO;40;MERCEDES BENZ
15;NAPO;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;66;VOLKSWAGEN
17;PICHINCHA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
3;CAÑAR;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
9;GUAYAS;2008;2008;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;4;MUNICIPAL;19;HINO
12;LOS RIOS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
17;PICHINCHA;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
8;ESMERALDAS;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
3;CAÑAR;2008;2008;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
11;LOJA;2010;2010;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;40;MERCEDES BENZ
9;GUAYAS;2005;2005;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
9;GUAYAS;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
17;PICHINCHA;2005;2005;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
12;LOS RIOS;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;42;MITSUBISHI
9;GUAYAS;2005;2005;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
13;MANABÍ;2005;2005;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;14;FORD
12;LOS RIOS;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
12;LOS RIOS;2004;2004;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
8;ESMERALDAS;2007;2007;2;BUS;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;2;ALQUILER;40;MERCEDES BENZ
13;MANABÍ;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
12;LOS RIOS;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
21;SUCUMBIOS;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
17;PICHINCHA;2011;2011;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;66;VOLKSWAGEN
2;BOLÍVAR;2002;2002 Y ANTERIOR;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;3;ESTADO;40;MERCEDES BENZ
21;SUCUMBIOS;2009;2009;2;BUS;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;22;HYUNDAI
8;ESMERALDAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;22;HYUNDAI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;42;MITSUBISHI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
13;MANABÍ;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2009;2009;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;5;CHEVROLET
17;PICHINCHA;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;25;JAC
8;ESMERALDAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;22;HYUNDAI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
13;MANABÍ;2007;2007;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;14;FORD
6;CHIMBORAZO;2004;2004;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2009;2009;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;5;CHEVROLET
12;LOS RIOS;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2011;2011;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2011;2011;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2011;2011;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
21;SUCUMBIOS;2007;2007;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2007;2007;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
21;SUCUMBIOS;2008;2008;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
23;SANTO DOMINGO DE LOS TSÁCHILAS;2009;2009;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;24;ISUZU
23;SANTO DOMINGO DE LOS TSÁCHILAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;14;FORD
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;23;INTERNATIONAL
23;SANTO DOMINGO DE LOS TSÁCHILAS;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;14;FORD
13;MANABÍ;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;19;HINO
13;MANABÍ;2013;2013;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;5;CHEVROLET
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;22;HYUNDAI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;22;HYUNDAI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;22;HYUNDAI
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2005;2005;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;69;OTRAS MARCAS
13;MANABÍ;2006;2006;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;14;FORD
10;IMBABURA;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;2;GASOLINA;1;PARTICULAR;69;OTRAS MARCAS
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;23;INTERNATIONAL
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;24;ISUZU
12;LOS RIOS;2013;2013;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
8;ESMERALDAS;2009;2009;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
13;MANABÍ;2012;2012;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;24;ISUZU
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;40;MERCEDES BENZ
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;1;PARTICULAR;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;5;CHEVROLET
9;GUAYAS;2005;2005;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;66;VOLKSWAGEN
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;8;DAIHATSU
21;SUCUMBIOS;2005;2005;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
9;GUAYAS;2002;2002 Y ANTERIOR;5;COLECTIVO;5;41 Y MAS;1;1/4 A 3;3;DIESEL;2;ALQUILER;19;HINO
